link
https://www.bloomberg.com/news/articles/2015-04-10/in-many-states-including-south-carolina-the-legal-right-to-videotape-police-isn-t-all-that-clear
https://www.bloomberg.com/news/articles/2015-04-07/the-cheap-toys-you-buy-your-kid-are-rarely-inspected
https://www.bloomberg.com/opinion/articles/2015-04-09/new-york-discovers-wall-street-charges-fees
https://www.bloomberg.com/news/articles/2015-04-22/jimmy-lai-won-t-back-down-i8sdi1w7
https://www.bloomberg.com/news/articles/2015-04-02/the-ncaa-critic-who-can-t-be-ignored
https://www.bloomberg.com/politics/articles/2015-04-02/obama-s-next-negotiation-on-iran-is-with-critics-in-congress
https://www.bloomberg.com/opinion/articles/2015-04-15/labor-department-wants-to-tweak-your-retirement-plan
https://www.bloomberg.com/news/articles/2015-04-04/what-we-can-learn-from-mapping-america-s-disjointed-bike-lanes-best-cityreads-of-the-week
https://www.bloomberg.com/news/articles/2015-04-09/modi-shows-india-inc-who-s-boss-with-probe-into-sale-of-secrets
https://www.bloomberg.com/news/articles/2015-04-02/the-50-000-way-to-watch-the-masters-how-to-travel
